# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Brevundimonas nasdae	172043	bacteria	3746428	ncbi	automatic
Sphingomonas yabuuchiae	172044	bacteria	4218242	ncbi	automatic
Elizabethkingia miricola	172045	bacteria	4270409	ncbi	automatic
Chilli leaf curl virus	172278	virus	2763	ncbi	automatic
Paenibacillus kribbensis	172713	bacteria	5929263	ncbi	automatic
Solanum stenotomum	172797	eukaryota	857949460	ncbi	automatic
Meiothermus taiwanensis	172827	bacteria	2978057	ncbi	automatic
Trachinotus ovatus	173339	eukaryota	645568075	ncbi	automatic
Brachybacterium paraconglomeratum	173362	bacteria	3787023	ncbi	automatic
Brachybacterium sacelli	173364	bacteria	4835958	ncbi	automatic
Methylobacter tundripaludum	173365	bacteria	4665210	ncbi	automatic
Lederbergvirus ST64T	173443	virus	40663	ncbi	automatic
Shewanella fidelis	173509	bacteria	4808581	ncbi	automatic
Gordonia sihwensis	173559	bacteria	4148248	ncbi	automatic
Metschnikowia dekortorum	174643	eukaryota,fungi	16370636	ncbi	automatic
Ordospora colligata	174685	eukaryota,fungi	2299658	ncbi	automatic
Gordonia paraffinivorans	175628	bacteria	4408313	ncbi	automatic
Streptococcus sinensis	176090	bacteria	2126951	ncbi	automatic
Pseudoalteromonas agarivorans	176102	bacteria	4469508	ncbi	automatic
Beauveria bassiana	176275	eukaryota,fungi	32408313	ncbi	automatic
Secundilactobacillus malefermentans	176292	bacteria	2071032	ncbi	automatic
Leuconostoc inhae	178001	bacteria	2070488	ncbi	automatic
Facklamia hominis	178214	bacteria	1916498	ncbi	automatic
Marinomonas primoryensis	178399	bacteria	4063474	ncbi	automatic
Streptomyces mexicanus	178566	bacteria	8011832	ncbi	automatic
Leptospirillum ferriphilum	178606	bacteria	2405882	ncbi	automatic
Acetobacter cerevisiae	178900	bacteria	3331013	ncbi	automatic
Acetobacter malorum	178901	bacteria	3641303	ncbi	automatic
Alicycliphilus denitrificans	179636	bacteria	4802873	ncbi	automatic
Burkholderia anthina	179879	bacteria	7522849	ncbi	automatic
Fusarium langsethiae	179993	eukaryota,fungi	38321619	ncbi	automatic
Rhizopogon vesiculosus	180088	eukaryota,fungi	39600252	ncbi	automatic
Blautia schinkii	180164	bacteria	3793504	ncbi	automatic
Infectious spleen and kidney necrosis virus	180170	virus	112041	ncbi	automatic
Delftia tsuruhatensis	180282	bacteria	6700185	ncbi	automatic
Robinsoniella peoriensis	180332	bacteria	7202111	ncbi	automatic
Jatropha curcas	180498	eukaryota	280519100	ncbi	automatic
Tobacco curly shoot virus	180526	virus	2746	ncbi	automatic
Psychrobacter faecalis	180588	bacteria	3207370	ncbi	automatic
Pectobacterium brasiliense	180957	bacteria	4850012	ncbi	automatic
Candidatus Phytoplasma citri	180978	bacteria	507402	ncbi	automatic
Austropuccinia psidii	181123	eukaryota,fungi	1016049381	ncbi	automatic
Rhizopogon rudus	181343	eukaryota,fungi	36126572	ncbi	automatic
Lambdapapillomavirus 1	181667	virus	8233	ncbi	automatic
Limosilactobacillus coleohominis	181675	bacteria	1703925	ncbi	automatic
Psilocybe cubensis	181762	eukaryota,fungi	39156358	ncbi	automatic
Psilocybe subaeruginosa	181776	eukaryota,fungi	49259162	ncbi	automatic
Botrytis fabae	182092	eukaryota,fungi	44148324	ncbi	automatic
Aspergillus chevalieri	182096	eukaryota,fungi	27141559	ncbi	automatic
Aurantimonas coralicida	182270	bacteria	4670719	ncbi	automatic
Erwinia billingiae	182337	bacteria	5135722	ncbi	automatic
Calonectria ilicicola	182845	eukaryota,fungi	69269343	ncbi	automatic
Hibiscus sabdariffa	183260	eukaryota	1483008072	ncbi	automatic
Proteus hauseri	183417	bacteria	3867710	ncbi	automatic
Pseudomonas mediterranea	183795	bacteria	6278475	ncbi	automatic
Varibaculum cambriense	184870	bacteria	2064920	ncbi	automatic
Pseudoalteromonas maricaloris	184924	bacteria	5441065	ncbi	automatic
Pseudobutyrivibrio xylanivorans	185007	bacteria	3317326	ncbi	automatic
Butyrivibrio hungatei	185008	bacteria	3388930	ncbi	automatic
Aquareovirus ctenopharyngodontis	185782	virus	23696	ncbi	automatic
Tomato yellow leaf curl China virus	185793	virus	2737	ncbi	automatic
Sphingomonas aurantiaca	185949	bacteria	4373560	ncbi	automatic
Sphingomonas faeni	185950	bacteria	4231144	ncbi	automatic
Sphingomonas aerolata	185951	bacteria	4240652	ncbi	automatic
Globisporangium cylindrosporum	186163	eukaryota	41753542	ncbi	automatic
Candidatus Palibaumannia cicadellinicola	186490	bacteria	676935	ncbi	automatic
Goatpox virus	186805	virus	150270	ncbi	automatic
Roseibium aggregatum	187304	bacteria	6561391	ncbi	automatic
Acidaminococcus intestini	187327	bacteria	2265227	ncbi	automatic
Chlamydotis macqueenii	187382	eukaryota	1140704125	ncbi	automatic
Pediococcus claussenii	187452	bacteria	1964414	ncbi	automatic
Thalassolituus oleivorans	187493	bacteria	3836876	ncbi	automatic
Mitsuokella jalaludinii	187979	bacteria	2489631	ncbi	automatic
Enterovibrio norvegicus	188144	bacteria	5486234	ncbi	automatic
Begomovirus agerati	188333	virus	2746	ncbi	automatic
Bruynoghevirus PaP3	188350	virus	44630	ncbi	automatic
Streptomyces koyangensis	188770	bacteria	7319440	ncbi	automatic
Cetobacterium somerae	188913	bacteria	3064648	ncbi	automatic
Pedobacter cryoconitis	188932	bacteria	6140365	ncbi	automatic
Meloidogyne graminicola	189291	eukaryota	40360293	ncbi	automatic
Rossellomorea marisflavi	189381	bacteria	4345727	ncbi	automatic
Rossellomorea aquimaris	189382	bacteria	4499581	ncbi	automatic
Paenibacillus graminis	189425	bacteria	7131182	ncbi	automatic
Paenibacillus odorifer	189426	bacteria	6952920	ncbi	automatic
Paenibacillus elgii	189691	bacteria	7791721	ncbi	automatic
Leptidea sinapis	189913	eukaryota	630423860	ncbi	automatic
Fowl aviadenovirus A	190061	virus	43794	ncbi	automatic
Fowl aviadenovirus B	190062	virus	45781	ncbi	automatic
Fowl aviadenovirus C	190063	virus	43723	ncbi	automatic
Fowl aviadenovirus D	190064	virus	43664	ncbi	automatic
Fowl aviadenovirus E	190065	virus	44008	ncbi	automatic
Actinotignum urinale	190146	bacteria	1894402	ncbi	automatic
Ralstonia insidiosa	190721	bacteria	6115292	ncbi	automatic
Vibrio coralliilyticus	190893	bacteria	5624670	ncbi	automatic
Vibrio rotiferianus	190895	bacteria	5329516	ncbi	automatic
Rhodococcus aetherivorans	191292	bacteria	6407041	ncbi	automatic
Pseudomonas palleroniana	191390	bacteria	6260378	ncbi	automatic
Pseudomonas salomonii	191391	bacteria	6682560	ncbi	automatic
Marinilactibacillus psychrotolerans	191770	bacteria	2492918	ncbi	automatic
Alicyclobacillus sendaiensis	192387	bacteria	3035493	ncbi	automatic
Chryseobacterium daecheongense	192389	bacteria	3831360	ncbi	automatic
Planococcus maritimus	192421	bacteria	3315332	ncbi	automatic
Qipengyuania flava	192812	bacteria	3105033	ncbi	automatic
Rhodoferax ferrireducens	192843	bacteria	5270541	ncbi	automatic
Streptomyces aureus	193461	bacteria	9877960	ncbi	automatic
Streptomyces niveus	193462	bacteria	8513830	ncbi	automatic
Neisseria dentiae	194197	bacteria	2755930	ncbi	automatic
Primate T-lymphotropic virus 1	194440	virus	9039	ncbi	automatic
Primate T-lymphotropic virus 2	194441	virus	8957	ncbi	automatic
Primate T-lymphotropic virus 3	194443	virus	8918	ncbi	automatic
Triops cancriformis	194544	eukaryota	112057973	ncbi	automatic
Streptomyces rubrogriseus	194673	bacteria	8527599	ncbi	automatic
Cardiobacterium valvarum	194702	bacteria	2651337	ncbi	automatic
Sinorhizobium americanum	194963	bacteria	6702527	ncbi	automatic
Kobuvirus bejaponia	194965	virus	8376	ncbi	automatic
Halobacillus karajensis	195088	bacteria	4076870	ncbi	automatic
Haematobacter massiliensis	195105	bacteria	4125358	ncbi	automatic
Fusarium falciforme	195108	eukaryota,fungi	55356284	ncbi	automatic
Aeromonas dhakensis	196024	bacteria	4840587	ncbi	automatic
Calonectria pseudonaviculata	196064	eukaryota,fungi	48855536	ncbi	automatic
Tomato leaf curl Taiwan virus	196093	virus	2740	ncbi	automatic
Caballeronia sordidicola	196367	bacteria	8103177	ncbi	automatic
Pseudovibrio exalbescens	197461	bacteria	4228816	ncbi	automatic
Haemophilus aegyptius	197575	bacteria	1959422	ncbi	automatic
Streptococcus pasteurianus	197614	bacteria	2140027	ncbi	automatic
Santee-Cooper ranavirus	198068	virus	99321	ncbi	automatic
Candidatus Pelagibacter ubique	198252	bacteria	1010421	ncbi	automatic
Anoxybacillus gonensis	198467	bacteria	2757614	ncbi	automatic
Pseudomonas umsongensis	198618	bacteria	6725289	ncbi	automatic
Pseudomonas koreensis	198620	bacteria	6167198	ncbi	automatic
Calidris pugnax	198806	eukaryota	1132121958	ncbi	automatic
Arthrobacter koreensis	199136	bacteria	3510053	ncbi	automatic
Coccidioides posadasii	199306	eukaryota,fungi	26460806	ncbi	automatic
Brevibacterium luteolum	199591	bacteria	2892047	ncbi	automatic
Microbacterium paraoxydans	199592	bacteria	3464892	ncbi	automatic
Pseudomonas trivialis	200450	bacteria	5478955	ncbi	automatic
Pseudomonas poae	200451	bacteria	5574168	ncbi	automatic
Pseudomonas congelans	200452	bacteria	5708778	ncbi	automatic
Pseudomonas tremae	200454	bacteria	5857516	ncbi	automatic
Stachytarpheta leaf curl virus	202568	virus	2748	ncbi	automatic
Zooshikella ganghwensis	202772	bacteria	6067584	ncbi	automatic
Streptomyces drozdowiczii	202862	bacteria	7372494	ncbi	automatic
Acinetobacter baylyi	202950	bacteria	3602423	ncbi	automatic
Acinetobacter bouvetii	202951	bacteria	3384519	ncbi	automatic
Acinetobacter gerneri	202952	bacteria	4552434	ncbi	automatic
Acinetobacter tandoii	202954	bacteria	3795179	ncbi	automatic
Acinetobacter towneri	202956	bacteria	2846918	ncbi	automatic
Stutzerimonas chloritidismutans	203192	bacteria	4679166	ncbi	automatic
Hemileia vastatrix	203904	eukaryota,fungi	638724070	ncbi	automatic
Dickeya dadantii	204038	bacteria	4881710	ncbi	automatic
Dickeya dianthicola	204039	bacteria	4839946	ncbi	automatic
Dickeya zeae	204042	bacteria	4727365	ncbi	automatic
Phocaeicola massiliensis	204516	bacteria	4229732	ncbi	automatic
Pseudoroseomonas cervicalis	204525	bacteria	4532456	ncbi	automatic
Nitratireductor aquibiodomus	204799	bacteria	4554621	ncbi	automatic
Ascochyta lentis	205686	eukaryota,fungi	42997143	ncbi	automatic
Kostyavirus CJW1	205869	virus	75931	ncbi	automatic
Microwolfvirus Bxz2	205870	virus	50897	ncbi	automatic
Cypovirus 1	205895	virus	24745	ncbi	automatic
Salinibacterium amurskyense	205941	bacteria	2777299	ncbi	automatic
Pampus argenteus	206143	eukaryota	527082322	ncbi	automatic
Kerstersia gyiorum	206506	bacteria	3807173	ncbi	automatic
Roseomonas mucosa	207340	bacteria	4915382	ncbi	automatic
Pseudalkalibacillus hwajinpoensis	208199	bacteria	4360107	ncbi	automatic
Kosakonia cowanii	208223	bacteria	4807035	ncbi	automatic
Enterobacter kobei	208224	bacteria	5100000	ncbi	manually-set
Puccinia triticina	208348	eukaryota,fungi	95124063	ncbi	automatic
Amycolatopsis japonica	208439	bacteria	8791348	ncbi	automatic
Enterocloster bolteae	208479	bacteria	6449191	ncbi	automatic
Nocardia puris	208602	bacteria	7685573	ncbi	automatic
Escherichia albertii	208962	bacteria	5150000	ncbi	manually-set
Nocardia asiatica	209252	bacteria	8229349	ncbi	automatic
Aspergillus alliaceus	209559	eukaryota,fungi	40569741	ncbi	automatic
Allisonella histaminiformans	209880	bacteria	1695733	ncbi	automatic
Paenarthrobacter nitroguajacolicus	211146	bacteria	4849264	ncbi	automatic
Tobacco leaf curl Yunnan virus	211866	virus	2747	ncbi	automatic
Vibrio tasmaniensis	212663	bacteria	5389297	ncbi	automatic
Vibrio fortis	212667	bacteria	5283567	ncbi	automatic
Geobacillus zalihae	213419	bacteria	3557969	ncbi	automatic
Staphylococcus nepalensis	214473	bacteria	2892868	ncbi	automatic
Anaerofustis stercorihominis	214853	bacteria	2284603	ncbi	automatic
Alistipes finegoldii	214856	bacteria	3541318	ncbi	automatic
Komagataeibacter rhaeticus	215221	bacteria	3669000	ncbi	automatic
Larimichthys crocea	215358	eukaryota	713956715	ncbi	automatic
Channa argus	215402	eukaryota	656544834	ncbi	automatic
Caldimonas thermodepolymerans	215580	bacteria	3899472	ncbi	automatic
Roseovarius mucosus	215743	bacteria	4310946	ncbi	automatic
Dinoroseobacter shibae	215813	bacteria	4303314	ncbi	automatic
Stenotrophomonas rhizophila	216778	bacteria	4233009	ncbi	automatic
Bifidobacterium longum	216816	bacteria	2399373	ncbi	automatic
Paenibacillus pasadenensis	217090	bacteria	5699163	ncbi	automatic
Caligus rogercresseyi	217165	eukaryota	437371847	ncbi	automatic
Achromobacter spanius	217203	bacteria	6468490	ncbi	automatic
Achromobacter insolitus	217204	bacteria	6437463	ncbi	automatic
Bifidobacterium psychraerophilum	218140	bacteria	2626304	ncbi	automatic
Vagococcus carniphilus	218144	bacteria	3083696	ncbi	automatic
Rossellomorea vietnamensis	218284	bacteria	4511480	ncbi	automatic
Sulfitobacter dubius	218673	bacteria	3914369	ncbi	automatic
Aeromonas simiae	218936	bacteria	3974097	ncbi	automatic
Tomato leaf curl Gujarat virus	219299	virus	2758	ncbi	automatic
Brachybacterium muris	219301	bacteria	3284873	ncbi	automatic
Pseudomonas antarctica	219572	bacteria	6377074	ncbi	automatic
Pseudomonas proteolytica	219574	bacteria	6281382	ncbi	automatic
Paraburkholderia unamae	219649	bacteria	9731806	ncbi	automatic
Bean golden yellow mosaic virus	220340	virus	5253	ncbi	automatic
Tomato leaf curl Bangalore virus	220608	virus	2758	ncbi	automatic
Neobacillus drentensis	220684	bacteria	5516942	ncbi	automatic
Neobacillus vireti	220686	bacteria	5399186	ncbi	automatic
Thalassospira xiamenensis	220697	bacteria	4755889	ncbi	automatic
Tomato leaf curl betasatellite	220812	virus	1370	ncbi	automatic
Tomato leaf curl Karnataka virus	220932	virus	2766	ncbi	automatic
Treponema putidum	221027	bacteria	2800562	ncbi	automatic
Algibacter lectus	221126	bacteria	4705407	ncbi	automatic
Fusarium xylarioides	221167	eukaryota,fungi	59292093	ncbi	automatic
[Curtobacterium] plantarum	221276	bacteria	4889509	ncbi	automatic
Mergibacter septicus	221402	bacteria	1887592	ncbi	automatic
Phaeobacter inhibens	221822	bacteria	4275193	ncbi	automatic
Cotton leaf curl Alabad virus	222456	virus	2744	ncbi	automatic
Cotton leaf curl Gezira virus	222459	virus	2764	ncbi	automatic
Cotton leaf curl Kokhran virus	222464	virus	2750	ncbi	automatic
Malvastrum yellow vein virus	222475	virus	2741	ncbi	automatic
Kocuria marina	223184	bacteria	2912522	ncbi	automatic
Cotton leaf curl Multan virus	223252	virus	2738	ncbi	automatic
East African cassava mosaic Cameroon virus	223262	virus	5535	ncbi	automatic
Mungbean yellow mosaic India virus	223287	virus	5379	ncbi	automatic
Sida golden yellow vein virus	223317	virus	5150	ncbi	automatic
Squash leaf curl China virus	223323	virus	4089	ncbi	automatic
Rhodococcus gordoniae	223392	bacteria	4922297	ncbi	automatic
Chromohalobacter japonicus	223900	bacteria	3441471	ncbi	automatic
Clostridium diolis	223919	bacteria	5857971	ncbi	automatic
Methylorubrum populi	223967	bacteria	5739952	ncbi	automatic
Formosa algae	225843	bacteria	4299689	ncbi	automatic
Qipengyuania citrea	225971	bacteria	3149413	ncbi	automatic
Comamonas aquatica	225991	bacteria	3944135	ncbi	automatic
Comamonas kerstersii	225992	bacteria	3487851	ncbi	automatic
Methylocella tundrae	227605	bacteria	4422335	ncbi	automatic
Bacillus tequilensis	227866	bacteria	3981302	ncbi	automatic
Limosilactobacillus antri	227943	bacteria	2241837	ncbi	automatic
Lactobacillus ultunensis	227945	bacteria	2168059	ncbi	automatic
Ligilactobacillus saerimneri	228229	bacteria	1659541	ncbi	automatic
Mycolicibacterium canariasense	228230	bacteria	6761165	ncbi	automatic
Paenibacillus lactis	228574	bacteria	6928165	ncbi	automatic
Segatella salivae	228604	bacteria	3269776	ncbi	automatic
Sida micrantha mosaic virus	228897	virus	5319	ncbi	automatic
Peribacillus asahii	228899	bacteria	4837556	ncbi	automatic
Maribacter aquivivus	228958	bacteria	4527254	ncbi	automatic
Halomonas ventosae	229007	bacteria	3835693	ncbi	automatic
Papaya leaf curl China virus	229634	virus	2748	ncbi	automatic
Tomato leaf curl China virus	229636	virus	2735	ncbi	automatic
Photorhabdus kayaii	230088	bacteria	5143716	ncbi	automatic
Saccharomyces uvarum	230603	eukaryota,fungi	11745049	ncbi	automatic
Furfurilactobacillus rossiae	231049	bacteria	2863552	ncbi	automatic
Dyella japonica	231455	bacteria	4831185	ncbi	automatic
Phymatotrichopsis omnivora	231936	eukaryota,fungi	108238750	ncbi	automatic
Fusarium tucumaniae	232081	eukaryota,fungi	49029999	ncbi	automatic
Fusarium virguliforme	232082	eukaryota,fungi	50938851	ncbi	automatic
Halomonas alkaliantarctica	232346	bacteria	4018801	ncbi	automatic
Alcaligenes phenolicus	232846	bacteria	4156217	ncbi	automatic
Alteromonas stellipolaris	233316	bacteria	4705815	ncbi	automatic
Brevibacterium antiquum	234835	bacteria	4060491	ncbi	automatic
Actinacidiphila glaucinigra	235986	bacteria	9707520	ncbi	automatic
Streptomyces jietaisiensis	235987	bacteria	7572860	ncbi	automatic
Kribbella solani	236067	bacteria	7706606	ncbi	automatic
Nocardia neocaledoniensis	236511	bacteria	7203425	ncbi	automatic
Cloacibacterium normanense	237258	bacteria	2759562	ncbi	automatic
Pseudomonas alkylphenolica	237609	bacteria	5715261	ncbi	automatic
Cryptosporidium hominis	237895	eukaryota	9054257	ncbi	automatic
Clostridium estertheticum	238834	bacteria	5074025	ncbi	automatic
Akkermansia muciniphila	239935	bacteria	2773760	ncbi	automatic
Secundilactobacillus paracollinoides	240427	bacteria	3510481	ncbi	automatic
Honeysuckle yellow vein virus	240865	virus	2763	ncbi	automatic
Rummeliibacillus stabekisii	241244	bacteria	3312993	ncbi	automatic
Antiaris toxicaria	241857	eukaryota	669070283	ncbi	automatic
Eggerthella sinensis	242230	bacteria	4002463	ncbi	automatic
Mycobacterium sherrisii	243061	bacteria	5573127	ncbi	automatic
Methylobacterium goesingense	243690	bacteria	5392486	ncbi	automatic
Mycobacterium nebraskense	244292	bacteria	6593113	ncbi	automatic
Klebsiella variicola	244366	bacteria	5600000	ncbi	manually-set
Petrochromis trewavasae	244518	eukaryota	687751628	ncbi	automatic
Pseudomonas lurida	244566	bacteria	6100532	ncbi	automatic
Bradyrhizobium betae	244734	bacteria	7377095	ncbi	automatic
Wallemia ichthyophaga	245174	eukaryota,fungi	9545103	ncbi	automatic
Enterococcus italicus	246144	bacteria	2353169	ncbi	automatic
Vibrio crassostreae	246167	bacteria	5615813	ncbi	automatic
Staphylococcus equorum	246432	bacteria	2797395	ncbi	automatic
Metabacillus indicus	246786	bacteria	4096267	ncbi	automatic
Bacteroides cellulosilyticus	246787	bacteria	7084059	ncbi	automatic
Pseudoalteromonas aliena	247523	bacteria	4436392	ncbi	automatic
Cupriavidus pinatubonensis	248026	bacteria	7549359	ncbi	automatic
Mucispirillum schaedleri	248039	bacteria	2296537	ncbi	automatic
Adineta ricciae	249248	eukaryota	171477875	ncbi	automatic
Fusarium commune	249398	eukaryota,fungi	47684518	ncbi	automatic
Streptomyces decoyicus	249567	bacteria	9197042	ncbi	automatic
Streptomyces asoensis	249586	bacteria	8884940	ncbi	automatic
Pallidibacillus thermolactis	251051	bacteria	3350999	ncbi	automatic
Pseudomonas syringae group genomosp. 7	251699	bacteria	6049801	ncbi	automatic
Pseudomonas syringae group genomosp. 3	251701	bacteria	6284163	ncbi	automatic
Chromobacterium subtsugae	251747	bacteria	4760091	ncbi	automatic
Microbulbifer thermotolerans	252514	bacteria	3928859	ncbi	automatic
Citrullus colocynthis	252529	eukaryota	372342150	ncbi	automatic
Paraburkholderia phenoliruptrix	252970	bacteria	7251482	ncbi	automatic
Ethanoligenens harbinense	253239	bacteria	3009512	ncbi	automatic
Lacrimispora amygdalina	253257	bacteria	5413902	ncbi	automatic
Siminovitchia fortis	254758	bacteria	3939167	ncbi	automatic
Streptococcus halichoeri	254785	bacteria	1999126	ncbi	automatic
Paeniglutamicibacter kerguelensis	254788	bacteria	4790667	ncbi	automatic
Bradyrhizobium canariense	255045	bacteria	8283537	ncbi	automatic
Pseudoclavibacter helvolus	255205	bacteria	3886819	ncbi	automatic
Aliarcobacter cibarius	255507	bacteria	2233676	ncbi	automatic
Atlantibacter subterranea	255519	bacteria	4792472	ncbi	automatic
Qipengyuania aquimaris	255984	bacteria	2700629	ncbi	automatic
Glycomyces algeriensis	256037	bacteria	5560267	ncbi	automatic
Pseudomonas japonica	256466	bacteria	6663130	ncbi	automatic
Glutamicibacter arilaitensis	256701	bacteria	3839577	ncbi	automatic
Shewanella decolorationis	256839	bacteria	4840906	ncbi	automatic
Gluconobacter thailandicus	257438	bacteria	3443602	ncbi	automatic
Roseomonas gilardii	257708	bacteria	4873677	ncbi	automatic
Streptococcus pseudopneumoniae	257758	bacteria	2095000	ncbi	manually-set
Mycolicibacterium fluoranthenivorans	258505	bacteria	6495905	ncbi	automatic
Mycolicibacterium cosmeticum	258533	bacteria	7009501	ncbi	automatic
Liquorilactobacillus satsumensis	259059	bacteria	2643181	ncbi	automatic
Microbulbifer agarilyticus	260552	bacteria	4093446	ncbi	automatic
Bacillus halotolerans	260554	bacteria	4142438	ncbi	automatic
Campylobacter insulaenigrae	260714	bacteria	1475357	ncbi	automatic
Psychrobacter alimentarius	261164	bacteria	3363316	ncbi	automatic
Intestinibacter bartlettii	261299	bacteria	3010042	ncbi	automatic
Marinobacter daepoensis	262077	bacteria	3866958	ncbi	automatic
Kocuria carniphila	262208	bacteria	3422862	ncbi	automatic
Janibacter melonis	262209	bacteria	3482495	ncbi	automatic
Lysobacter gummosus	262324	bacteria	6056609	ncbi	automatic
Acinetobacter beijerinckii	262668	bacteria	3594936	ncbi	automatic
Singapore grouper iridovirus	262968	virus	139962	ncbi	automatic
Crocosphaera watsonii	263511	bacteria	5880358	ncbi	automatic
Yersinia aleksiciae	263819	bacteria	4401813	ncbi	automatic
Cellulosimicrobium funkei	264251	bacteria	4370484	ncbi	automatic
Cellulomonas denverensis	264297	bacteria	4008022	ncbi	automatic
Phaffia rhodozyma	264483	eukaryota,fungi	19001141	ncbi	automatic
Trichormus variabilis	264691	bacteria	7009083	ncbi	automatic
Peribacillus muralis	264697	bacteria	5056674	ncbi	automatic
Paecilomyces variotii	264951	eukaryota,fungi	30860404	ncbi	automatic
Ranavirus ambystoma1	265294	virus	106380	ncbi	automatic
Anoxybacillus ayderensis	265546	bacteria	2630947	ncbi	automatic
Rhodopirellula baltica	265606	bacteria	7147632	ncbi	automatic
Photobacterium halotolerans	265726	bacteria	4572146	ncbi	automatic
Mycobacterium pseudoshottsii	265949	bacteria	6055890	ncbi	automatic
Komagataeibacter saccharivorans	265959	bacteria	3727857	ncbi	automatic
Komagataeibacter nataicola	265960	bacteria	3760301	ncbi	automatic
Thalassobacter stenotrophicus	266809	bacteria	3458843	ncbi	automatic
Qipengyuania gaetbuli	266952	bacteria	2789601	ncbi	automatic
Sphingopyxis granuli	267128	bacteria	4255049	ncbi	automatic
Erythrobacter donghaensis	267135	bacteria	3836141	ncbi	automatic
Neisseria bacilliformis	267212	bacteria	2399584	ncbi	automatic
Levilactobacillus zymae	267363	bacteria	2734129	ncbi	automatic
Pseudoalteromonas marina	267375	bacteria	4117537	ncbi	automatic
Lactobacillus kefiranofaciens	267818	bacteria	2216505	ncbi	automatic
Nasonovia ribisnigri	269403	eukaryota	400262897	ncbi	automatic
Methylobacterium brachiatum	269660	bacteria	5930028	ncbi	automatic
Sporolactobacillus terrae	269673	bacteria	3286557	ncbi	automatic
Aphelenchoides besseyi	269767	eukaryota	45755146	ncbi	automatic
Tomato leaf curl Sudan virus	270146	virus	2779	ncbi	automatic
Salegentibacter mishustinae	270918	bacteria	3777928	ncbi	automatic
Mythimna separata	271217	eukaryota	685141279	ncbi	automatic
Stutzerimonas xanthomarina	271420	bacteria	4679458	ncbi	automatic
Lactiplantibacillus argentoratensis	271881	bacteria	3145689	ncbi	automatic
Vreelandella alkaliphila	272774	bacteria	4041817	ncbi	automatic
Paraburkholderia sabiae	273251	bacteria	9755439	ncbi	automatic
Candida orthopsilosis	273371	eukaryota,fungi	13172285	ncbi	automatic
Candida metapsilosis	273372	eukaryota,fungi	13636247	ncbi	automatic
Brevibacterium aurantiacum	273384	bacteria	4127921	ncbi	automatic
Exiguobacterium aestuarii	273527	bacteria	2816461	ncbi	automatic
Microbacterium oleivorans	273677	bacteria	2986373	ncbi	automatic
Microbacterium hydrocarbonoxydans	273678	bacteria	3622271	ncbi	automatic
Arxiozyma pintolopesii	278025	eukaryota,fungi	13563514	ncbi	automatic
Tomato leaf curl China betasatellite	278069	virus	1342	ncbi	automatic
Antrodia cinnamomea	279009	eukaryota,fungi	33158713	ncbi	automatic
Cutaneotrichosporon cavernicola	279322	eukaryota,fungi	20230230	ncbi	automatic
Thalassobacillus devorans	279813	bacteria	4050909	ncbi	automatic
Mesobacillus foraminis	279826	bacteria	5823324	ncbi	automatic
Acinetobacter colistiniresistens	280145	bacteria	3969524	ncbi	automatic
Acinetobacter courvalinii	280147	bacteria	3875083	ncbi	automatic
Bradyrhizobium jicamae	280332	bacteria	8697822	ncbi	automatic
Bradyrhizobium pachyrhizi	280333	bacteria	8903734	ncbi	automatic
Mycolicibacterium llatzerense	280871	bacteria	6292352	ncbi	automatic
Fusarium cortaderiae	281068	eukaryota,fungi	36711005	ncbi	automatic
Dechloromonas denitrificans	281362	bacteria	4409172	ncbi	automatic
Nereida ignava	282199	bacteria	2863146	ncbi	automatic
Fusarium asiaticum	282267	eukaryota,fungi	36586730	ncbi	automatic
Fusarium austroamericanum	282268	eukaryota,fungi	37176029	ncbi	automatic
Fusarium meridionale	282269	eukaryota,fungi	36894475	ncbi	automatic
Fusarium acaciae-mearnsii	282272	eukaryota,fungi	36764507	ncbi	automatic
Salipiger thiooxidans	282683	bacteria	5958757	ncbi	automatic
Kosakonia radicincitans	283686	bacteria	5596194	ncbi	automatic
Staphylococcus pseudintermedius	283734	bacteria	2650000	ncbi	manually-set
Leucobacter chromiireducens	283877	bacteria	3222269	ncbi	automatic
Leucobacter aridicollis	283878	bacteria	3573416	ncbi	automatic
Streptomyces lienomycini	284035	bacteria	8270810	ncbi	automatic
Streptomyces spororaveus	284039	bacteria	8766146	ncbi	automatic
Sarocladium oryzae	284135	eukaryota,fungi	32463224	ncbi	automatic
Priestia koreensis	284581	bacteria	4673426	ncbi	automatic
Streptomyces anandii	285454	bacteria	7834978	ncbi	automatic
Streptomyces agglomeratus	285458	bacteria	9018469	ncbi	automatic
Streptomyces rubradiris	285531	bacteria	8764379	ncbi	automatic
Streptomyces caniferus	285557	bacteria	8952402	ncbi	automatic
Streptomyces coelicoflavus	285562	bacteria	8385236	ncbi	automatic
Streptomyces ardesiacus	285564	bacteria	8042023	ncbi	automatic
Streptomyces bungoensis	285568	bacteria	8243422	ncbi	automatic
Streptomyces erythrochromogenes	285574	bacteria	8674871	ncbi	automatic
Streptomyces angustmyceticus	285578	bacteria	8116382	ncbi	automatic
Micromonospora saelicesensis	285676	bacteria	7061980	ncbi	automatic
Micromonospora lupini	285679	bacteria	7338773	ncbi	automatic
Fusobacterium canifelinum	285729	bacteria	2288339	ncbi	automatic
Mesobacillus subterraneus	285983	bacteria	4670006	ncbi	automatic
Photorhabdus australis	286156	bacteria	4852075	ncbi	automatic
